1;valid;2022-06-08 20:59:44.742198;full;2022-06-08 20:59:51.302434;
1;invalid;2022-06-08 20:59:55.931791
1;invalid;2022-06-08 20:59:59.455425
1;invalid;2022-06-08 21:00:03.289505
1;invalid;2022-06-08 21:00:05.700431
1;invalid;2022-06-08 21:00:08.088357
1;invalid;2022-06-08 21:00:10.753622
1;invalid;2022-06-08 21:00:13.085480
1;valid;2022-06-08 20:59:55.561364;full;2022-06-08 21:00:14.839598;
1;invalid;2022-06-08 21:00:17.693002
1;invalid;2022-06-08 21:00:20.266733
1;invalid;2022-06-08 21:00:24.603401
1;valid;2022-06-08 21:00:05.580564;full;2022-06-08 21:00:29.007605;
1;invalid;2022-06-08 21:00:31.605624
1;invalid;2022-06-08 21:00:36.891834
1;invalid;2022-06-08 21:00:39.612032
1;invalid;2022-06-08 21:00:42.329725
1;invalid;2022-06-08 21:00:45.657698
1;invalid;2022-06-08 21:00:48.200901
1;invalid;2022-06-08 21:00:54.796947
1;valid;2022-06-08 21:00:15.588923;full;2022-06-08 21:01:00.085206;
1;invalid;2022-06-08 21:01:02.631549
1;invalid;2022-06-08 21:01:04.399214
1;invalid;2022-06-08 21:01:06.736434
1;invalid;2022-06-08 21:01:09.114679
1;invalid;2022-06-08 21:01:14.006623
1;invalid;2022-06-08 21:01:20.202197
1;invalid;2022-06-08 21:01:25.149369
1;invalid;2022-06-08 21:01:27.686881
1;invalid;2022-06-08 21:01:28.989331
1;invalid;2022-06-08 21:01:33.556473
1;invalid;2022-06-08 21:01:35.846662
1;valid;2022-06-08 21:00:25.613707;full;2022-06-08 21:01:37.209961;
1;invalid;2022-06-08 21:01:38.574820
1;invalid;2022-06-08 21:01:50.943150
1;invalid;2022-06-08 21:01:55.834788
1;invalid;2022-06-08 21:01:59.464822
1;valid;2022-06-08 21:00:35.626914;full;2022-06-08 21:02:01.019692;
1;invalid;2022-06-08 21:02:06.445960
1;invalid;2022-06-08 21:02:12.186106
1;invalid;2022-06-08 21:02:16.672485
1;invalid;2022-06-08 21:02:20.927374
1;invalid;2022-06-08 21:02:28.468045
1;invalid;2022-06-08 21:02:30.754916
1;invalid;2022-06-08 21:02:33.175058
1;invalid;2022-06-08 21:02:35.562655
1;invalid;2022-06-08 21:02:45.965674
1;invalid;2022-06-08 21:02:51.266133
1;invalid;2022-06-08 21:02:55.541736
1;invalid;2022-06-08 21:02:57.846005
1;invalid;2022-06-08 21:03:00.294701
1;invalid;2022-06-08 21:03:02.836355
1;valid;2022-06-08 21:00:55.666907;full;2022-06-08 21:03:04.137033;
1;invalid;2022-06-08 21:03:06.758291
1;invalid;2022-06-08 21:03:11.937068
1;invalid;2022-06-08 21:03:20.623955
1;invalid;2022-06-08 21:03:24.903607
1;invalid;2022-06-08 21:03:32.982852
1;invalid;2022-06-08 21:03:41.468187
1;invalid;2022-06-08 21:03:43.926787
1;invalid;2022-06-08 21:03:47.239220
1;valid;2022-06-08 21:01:05.676557;full;2022-06-08 21:03:49.613466;
1;invalid;2022-06-08 21:03:51.302283
1;invalid;2022-06-08 21:03:53.997212
1;invalid;2022-06-08 21:03:56.565213
1;invalid;2022-06-08 21:04:00.178320
1;invalid;2022-06-08 21:04:02.626174
