1;valid;2022-06-08 21:44:22.208102;full;2022-06-08 21:44:24.728229;
1;valid;2022-06-08 21:44:22.759169;full;2022-06-08 21:44:28.161997;
1;valid;2022-06-08 21:44:27.222714;full;2022-06-08 21:44:29.933010;
1;valid;2022-06-08 21:44:22.759169;full;2022-06-08 21:44:38.452894;
1;valid;2022-06-08 21:44:32.247920;full;2022-06-08 21:44:40.157937;
1;valid;2022-06-08 21:44:37.274454;full;2022-06-08 21:44:49.555967;
1;valid;2022-06-08 21:44:42.284729;full;2022-06-08 21:44:55.015374;
1;invalid;2022-06-08 21:44:56.869170
1;valid;2022-06-08 21:44:47.300889;full;2022-06-08 21:45:00.297300;
1;valid;2022-06-08 21:44:27.768223;full;2022-06-08 21:45:06.975690;
1;valid;2022-06-08 21:44:52.316451;full;2022-06-08 21:45:14.242358;
1;valid;2022-06-08 21:44:27.768223;multi_received;
1;valid;2022-06-08 21:44:57.327523;full;2022-06-08 21:45:19.487908;
1;valid;2022-06-08 21:44:27.768223;multi_received;
1;valid;2022-06-08 21:44:57.327523;multi_received;
1;valid;2022-06-08 21:45:02.343720;full;2022-06-08 21:45:29.831424;
1;valid;2022-06-08 21:44:32.786416;full;2022-06-08 21:45:31.248260;
1;valid;2022-06-08 21:45:07.364980;full;2022-06-08 21:45:33.018267;
1;valid;2022-06-08 21:44:32.786416;full;2022-06-08 21:45:36.809889;
1;valid;2022-06-08 21:45:12.386247;full;2022-06-08 21:45:38.631224;
1;valid;2022-06-08 21:45:17.407493;full;2022-06-08 21:45:46.310237;
1;valid;2022-06-08 21:44:32.786416;multi_received;
1;valid;2022-06-08 21:45:22.428067;full;2022-06-08 21:45:50.771196;
1;invalid;2022-06-08 21:45:52.996355
1;valid;2022-06-08 21:45:27.451090;full;2022-06-08 21:45:54.386863;
1;invalid;2022-06-08 21:45:59.968706
1;invalid;2022-06-08 21:46:04.721706
1;valid;2022-06-08 21:45:32.472685;full;2022-06-08 21:46:06.159595;
1;valid;2022-06-08 21:44:37.795074;full;2022-06-08 21:46:10.810970;
1;valid;2022-06-08 21:45:37.495278;full;2022-06-08 21:46:16.413386;
1;valid;2022-06-08 21:45:42.516402;full;2022-06-08 21:46:21.815674;
1;valid;2022-06-08 21:44:37.795074;multi_received;
1;valid;2022-06-08 21:45:47.524638;full;2022-06-08 21:46:34.224497;
1;valid;2022-06-08 21:45:52.532910;full;2022-06-08 21:46:43.623788;
1;valid;2022-06-08 21:45:57.544563;full;2022-06-08 21:46:46.240563;
1;invalid;2022-06-08 21:46:48.322646
1;valid;2022-06-08 21:44:42.802594;full;2022-06-08 21:46:53.746924;
1;valid;2022-06-08 21:46:02.552555;full;2022-06-08 21:46:56.175218;
1;valid;2022-06-08 21:46:07.564061;full;2022-06-08 21:47:01.937710;
1;valid;2022-06-08 21:44:42.802594;multi_received;
1;valid;2022-06-08 21:46:07.564061;multi_received;
1;valid;2022-06-08 21:46:12.571486;full;2022-06-08 21:47:11.213336;
1;valid;2022-06-08 21:44:42.802594;multi_received;
1;valid;2022-06-08 21:46:17.579205;full;2022-06-08 21:47:16.334998;
1;valid;2022-06-08 21:44:47.814510;full;2022-06-08 21:47:21.756873;
1;valid;2022-06-08 21:46:22.591831;full;2022-06-08 21:47:24.179573;
1;valid;2022-06-08 21:44:47.814510;multi_received;
1;valid;2022-06-08 21:46:22.591831;multi_received;
1;valid;2022-06-08 21:46:27.601395;full;2022-06-08 21:47:32.479927;
1;valid;2022-06-08 21:44:47.814510;multi_received;
1;valid;2022-06-08 21:46:27.601395;full;2022-06-08 21:47:41.009537;
1;valid;2022-06-08 21:44:47.814510;multi_received;
1;valid;2022-06-08 21:46:32.610500;full;2022-06-08 21:47:46.047471;
1;valid;2022-06-08 21:44:52.823488;full;2022-06-08 21:47:51.518990;
1;valid;2022-06-08 21:46:37.618893;full;2022-06-08 21:47:53.333564;
1;valid;2022-06-08 21:44:52.823488;multi_received;
1;valid;2022-06-08 21:46:42.631786;full;2022-06-08 21:47:58.549726;
1;valid;2022-06-08 21:44:52.823488;multi_received;
1;valid;2022-06-08 21:46:47.642779;full;2022-06-08 21:48:03.810827;
1;valid;2022-06-08 21:44:52.823488;multi_received;
1;valid;2022-06-08 21:46:47.642779;multi_received;
1;valid;2022-06-08 21:44:52.823488;multi_received;
1;valid;2022-06-08 21:46:52.695861;full;2022-06-08 21:48:14.082205;
1;invalid;2022-06-08 21:48:18.954701
1;valid;2022-06-08 21:47:02.742514;full;2022-06-08 21:48:21.783775;
1;invalid;2022-06-08 21:48:23.829133
1;valid;2022-06-08 21:44:42.284729;multi_received;
1;valid;2022-06-08 21:44:57.833426;full;2022-06-08 21:48:33.969056;
1;valid;2022-06-08 21:44:42.802594;multi_received;
1;valid;2022-06-08 21:47:12.790522;full;2022-06-08 21:48:41.499243;
1;valid;2022-06-08 21:44:57.833426;multi_received;
1;valid;2022-06-08 21:47:17.816652;full;2022-06-08 21:48:46.800970;
1;valid;2022-06-08 21:44:57.833426;multi_received;
1;valid;2022-06-08 21:47:17.816652;full;2022-06-08 21:48:51.615632;
1;valid;2022-06-08 21:44:57.833426;multi_received;
1;valid;2022-06-08 21:47:22.854019;full;2022-06-08 21:48:57.130653;
1;valid;2022-06-08 21:45:02.839404;full;2022-06-08 21:49:02.575578;
1;valid;2022-06-08 21:47:27.879069;full;2022-06-08 21:49:05.135788;
1;valid;2022-06-08 21:45:07.859706;full;2022-06-08 21:49:09.845753;
1;valid;2022-06-08 21:47:32.904206;full;2022-06-08 21:49:12.629201;
1;valid;2022-06-08 21:47:37.922165;full;2022-06-08 21:49:17.461275;
1;valid;2022-06-08 21:47:42.945738;full;2022-06-08 21:49:21.075042;
1;valid;2022-06-08 21:45:07.859706;multi_received;
1;valid;2022-06-08 21:47:47.969573;full;2022-06-08 21:49:26.606183;
1;valid;2022-06-08 21:45:07.859706;multi_received;
1;valid;2022-06-08 21:47:53.006748;full;2022-06-08 21:49:32.021134;
1;valid;2022-06-08 21:47:58.022056;full;2022-06-08 21:49:37.442499;
1;invalid;2022-06-08 21:49:42.429663
1;valid;2022-06-08 21:48:08.040182;full;2022-06-08 21:49:45.287068;
1;invalid;2022-06-08 21:49:47.405696
1;valid;2022-06-08 21:48:13.049628;full;2022-06-08 21:49:50.737707;
1;valid;2022-06-08 21:48:18.063968;full;2022-06-08 21:49:55.460857;
1;valid;2022-06-08 21:45:12.875742;full;2022-06-08 21:49:58.081259;
1;valid;2022-06-08 21:48:23.072724;full;2022-06-08 21:50:00.494238;
1;valid;2022-06-08 21:45:12.875742;multi_received;
1;valid;2022-06-08 21:48:28.079459;full;2022-06-08 21:50:05.788738;
1;invalid;2022-06-08 21:50:07.962238
1;valid;2022-06-08 21:48:33.088339;full;2022-06-08 21:50:09.351229;
1;valid;2022-06-08 21:45:12.875742;multi_received;
1;valid;2022-06-08 21:48:33.088339;multi_received;
1;valid;2022-06-08 21:45:17.897384;full;2022-06-08 21:50:21.267902;
1;valid;2022-06-08 21:48:38.102541;full;2022-06-08 21:50:26.660008;
1;valid;2022-06-08 21:48:43.113723;full;2022-06-08 21:50:34.229749;
1;valid;2022-06-08 21:45:17.897384;multi_received;
1;valid;2022-06-08 21:48:48.123344;full;2022-06-08 21:50:39.399772;
1;valid;2022-06-08 21:45:17.897384;multi_received;
1;valid;2022-06-08 21:48:53.134982;full;2022-06-08 21:50:44.841482;
1;valid;2022-06-08 21:48:58.143364;full;2022-06-08 21:50:50.325000;
1;valid;2022-06-08 21:49:03.159538;full;2022-06-08 21:50:55.707532;
1;valid;2022-06-08 21:45:22.927702;full;2022-06-08 21:51:00.638609;
1;valid;2022-06-08 21:49:03.159538;full;2022-06-08 21:51:02.377619;
1;valid;2022-06-08 21:45:22.927702;multi_received;
1;valid;2022-06-08 21:49:08.180856;full;2022-06-08 21:51:08.511589;
