1;valid;2022-06-08 22:36:28.526620;full;2022-06-08 22:36:31.061397;
1;invalid;2022-06-08 22:36:33.136845
1;invalid;2022-06-08 22:36:37.930214
1;valid;2022-06-08 22:36:38.542361;full;2022-06-08 22:36:40.716329;
1;invalid;2022-06-08 22:36:42.608470
1;valid;2022-06-08 22:36:29.420935;full;2022-06-08 22:36:47.859771;
1;valid;2022-06-08 22:36:43.555135;full;2022-06-08 22:36:50.278435;
1;valid;2022-06-08 22:36:29.420935;multi_received;
1;valid;2022-06-08 22:36:48.576730;full;2022-06-08 22:37:04.626527;
1;valid;2022-06-08 22:36:29.420935;multi_received;
1;valid;2022-06-08 22:36:53.591171;full;2022-06-08 22:37:09.622625;
1;valid;2022-06-08 22:36:28.526620;multi_received;
1;valid;2022-06-08 22:36:58.607434;full;2022-06-08 22:37:14.906780;
1;valid;2022-06-08 22:37:03.624096;full;2022-06-08 22:37:24.786709;
1;valid;2022-06-08 22:36:34.437314;full;2022-06-08 22:37:29.396750;
1;valid;2022-06-08 22:37:08.633084;full;2022-06-08 22:37:37.140674;
1;valid;2022-06-08 22:36:33.536227;full;2022-06-08 22:37:41.141786;
1;valid;2022-06-08 22:37:13.644483;full;2022-06-08 22:37:42.760509;
1;valid;2022-06-08 22:36:39.457570;full;2022-06-08 22:37:46.357717;
1;valid;2022-06-08 22:37:18.655147;full;2022-06-08 22:37:47.926041;
1;valid;2022-06-08 22:36:39.457570;multi_received;
1;valid;2022-06-08 22:37:23.667339;full;2022-06-08 22:38:00.360388;
1;valid;2022-06-08 22:36:39.457570;multi_received;
1;valid;2022-06-08 22:37:28.676772;full;2022-06-08 22:38:08.353789;
1;valid;2022-06-08 22:36:38.542361;multi_received;
1;valid;2022-06-08 22:37:33.684429;full;2022-06-08 22:38:13.924365;
1;valid;2022-06-08 22:36:44.479988;full;2022-06-08 22:38:17.343949;
1;invalid;2022-06-08 22:38:18.216322
1;valid;2022-06-08 22:37:38.700225;full;2022-06-08 22:38:22.707888;
1;valid;2022-06-08 22:36:49.504792;full;2022-06-08 22:38:24.187027;
1;valid;2022-06-08 22:37:43.718674;full;2022-06-08 22:38:26.005972;
1;valid;2022-06-08 22:36:54.527062;full;2022-06-08 22:38:30.612672;
1;valid;2022-06-08 22:37:48.740812;full;2022-06-08 22:38:33.239560;
1;valid;2022-06-08 22:36:59.548689;full;2022-06-08 22:38:37.036201;
1;valid;2022-06-08 22:37:53.762427;full;2022-06-08 22:38:38.502468;
1;valid;2022-06-08 22:37:58.783867;full;2022-06-08 22:38:44.115039;
1;valid;2022-06-08 22:36:59.548689;multi_received;
1;valid;2022-06-08 22:38:03.805239;full;2022-06-08 22:38:53.561741;
1;valid;2022-06-08 22:38:08.826693;full;2022-06-08 22:38:57.438403;
1;valid;2022-06-08 22:37:04.573988;full;2022-06-08 22:39:03.589429;
1;valid;2022-06-08 22:38:13.856229;full;2022-06-08 22:39:05.409331;
1;valid;2022-06-08 22:37:09.599821;full;2022-06-08 22:39:10.163553;
1;valid;2022-06-08 22:38:18.880088;full;2022-06-08 22:39:12.672075;
1;valid;2022-06-08 22:37:14.628029;full;2022-06-08 22:39:17.113300;
1;valid;2022-06-08 22:38:23.905048;full;2022-06-08 22:39:18.550158;
1;invalid;2022-06-08 22:39:22.536883
